Contract_ID,Opportunity_ID,Account_ID,Start_Date,End_Date,Contract_Value,Contract_Type,Renewal_Status,Cancellation_Reason,Renewal_Type,Contract_Status
CONT-002380,OPP-014740,ACC-000020,2024-05-06 00:00:00,2025-05-06 00:00:00,499290.43,Annual,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-002381,OPP-014741,ACC-000037,2024-07-29 13:43:46,2027-03-25 13:43:46,406445.36,Quarterly,Renewed,,Managed Services,Active
CONT-002382,OPP-014756,ACC-000048,2023-03-19 00:00:00,2023-08-16 00:00:00,425506.22,Custom,Non-Renewed,Budget Constraints,System Integration,Inactive
CONT-002383,OPP-014773,ACC-000041,2023-02-26 00:00:00,2023-05-27 00:00:00,161194.68,Quarterly,Non-Renewed,Product Issues,Professional Services,Inactive
CONT-002384,OPP-014781,ACC-000002,2025-05-26 13:43:46,2027-04-23 13:43:46,188852.27,Annual,Renewed,,Managed Services,Active
CONT-002385,OPP-014783,ACC-000054,2023-10-10 00:00:00,2024-10-09 00:00:00,397162.39,Annual,Non-Renewed,Competitor,Infrastructure & Environment Setup,Inactive
CONT-002386,OPP-014784,ACC-000010,2024-09-20 13:43:46,2026-01-28 13:43:46,17618.66,Custom,Auto-Renew,,Staff Augmentation,Active
CONT-002387,OPP-014785,ACC-000015,2024-04-22 00:00:00,2025-04-22 00:00:00,59773.32,Annual,Non-Renewed,Merger/Acquisition,Staff Augmentation,Inactive
CONT-002388,OPP-014786,ACC-000059,2021-04-03 00:00:00,2022-04-03 00:00:00,443958.05,Annual,Non-Renewed,Competitor,Development Projects,Inactive
CONT-002389,OPP-014789,ACC-000056,2022-02-12 00:00:00,2022-05-13 00:00:00,370629.99,Quarterly,Non-Renewed,Poor Service,Development Projects,Inactive
CONT-002390,OPP-014790,ACC-000031,2024-01-19 00:00:00,2025-01-18 00:00:00,146570.92,Annual,Non-Renewed,Budget Constraints,Professional Services,Inactive
CONT-002391,OPP-014797,ACC-000010,2024-10-19 13:43:46,2027-03-16 13:43:46,347206.76,Custom,Auto-Renew,,Professional Services,Active
CONT-002392,OPP-014805,ACC-000017,2024-11-22 13:43:46,2027-05-04 13:43:46,138777.61,Quarterly,Auto-Renew,,Support & Maintenance,Active
CONT-002393,OPP-014810,ACC-000042,2024-12-21 13:43:46,2025-07-11 13:43:46,5909.92,Custom,Pending,,Data & Analytics Services,Active
CONT-002394,OPP-014827,ACC-000011,2025-02-06 13:43:46,2026-06-25 13:43:46,417237.95,Custom,Auto-Renew,,Managed Services,Active
CONT-002395,OPP-014829,ACC-000013,2023-04-04 00:00:00,2024-04-03 00:00:00,233994.03,Annual,Non-Renewed,Merger/Acquisition,Product Licensing,Inactive
CONT-002396,OPP-014830,ACC-000044,2021-07-18 00:00:00,2021-10-16 00:00:00,454832.27,Quarterly,Non-Renewed,Poor Service,System Integration,Inactive
CONT-002397,OPP-014835,ACC-000054,2024-01-10 00:00:00,2024-02-09 00:00:00,287082.14,Custom,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-002398,OPP-014837,ACC-000049,2024-04-18 00:00:00,2024-07-17 00:00:00,157638.22,Quarterly,Non-Renewed,Competitor,Professional Services,Inactive
CONT-002399,OPP-014843,ACC-000037,2025-03-17 13:43:46,2025-11-03 13:43:46,231406.29,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-002400,OPP-014847,ACC-000019,2022-08-20 00:00:00,2023-08-20 00:00:00,266866.18,Annual,Non-Renewed,Competitor,Infrastructure & Environment Setup,Inactive
CONT-002401,OPP-014852,ACC-000022,2023-06-19 00:00:00,2024-06-18 00:00:00,29523.98,Annual,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-002402,OPP-014857,ACC-000028,2025-01-22 13:43:46,2026-09-05 13:43:46,361592.91,Custom,Auto-Renew,,Outcome-Based Contracts,Active
CONT-002403,OPP-014866,ACC-000052,2024-08-29 13:43:46,2026-09-04 13:43:46,102498.68,Annual,Renewed,,Professional Services,Active
CONT-002404,OPP-014876,ACC-000026,2024-07-06 13:43:46,2025-07-24 13:43:46,108467.49,Annual,Renewed,,Managed Services,Active
CONT-002405,OPP-014883,ACC-000047,2024-04-10 00:00:00,2025-04-10 00:00:00,305799.38,Annual,Non-Renewed,Product Issues,System Integration,Inactive
CONT-002406,OPP-014884,ACC-000009,2022-04-03 00:00:00,2023-04-03 00:00:00,479174.22,Annual,Non-Renewed,Competitor,Professional Services,Inactive
CONT-002407,OPP-014890,ACC-000002,2024-11-20 13:43:46,2026-05-15 13:43:46,317653.38,Annual,Renewed,,Managed Services,Active
CONT-002408,OPP-014891,ACC-000050,2024-04-04 00:00:00,2025-04-04 00:00:00,186766.58,Annual,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-002409,OPP-014901,ACC-000003,2024-12-02 13:43:46,2027-06-16 13:43:46,483175.93,Quarterly,Pending,,Development Projects,Active
CONT-002410,OPP-014903,ACC-000042,2022-02-07 00:00:00,2022-05-08 00:00:00,305003.41,Quarterly,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-002411,OPP-014905,ACC-000022,2025-06-01 13:43:46,2025-07-26 13:43:46,57554.75,Custom,Auto-Renew,,Development Projects,Active
CONT-002412,OPP-014906,ACC-000016,2024-09-01 13:43:46,2025-09-20 13:43:46,136250.26,Quarterly,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-002413,OPP-014912,ACC-000034,2025-06-17 13:43:46,2027-02-23 13:43:46,481901.18,Custom,Renewed,,Staff Augmentation,Active
CONT-002414,OPP-014913,ACC-000049,2022-06-04 00:00:00,2022-12-31 00:00:00,162757,Custom,Non-Renewed,Poor Service,Infrastructure & Environment Setup,Inactive
CONT-002415,OPP-014918,ACC-000038,2024-03-14 00:00:00,2024-06-12 00:00:00,194783.58,Quarterly,Non-Renewed,Budget Constraints,Development Projects,Inactive
CONT-002416,OPP-014926,ACC-000053,2025-02-24 13:43:46,2025-07-29 13:43:46,325566.77,Quarterly,Renewed,,System Integration,Active
CONT-002417,OPP-014933,ACC-000052,2022-05-11 00:00:00,2022-08-09 00:00:00,342339.61,Quarterly,Non-Renewed,Poor Service,Infrastructure & Environment Setup,Inactive
CONT-002418,OPP-014936,ACC-000044,2024-11-09 13:43:46,2026-06-07 13:43:46,413328.06,Quarterly,Pending,,Outcome-Based Contracts,Active
CONT-002419,OPP-014942,ACC-000013,2024-08-04 00:00:00,2025-08-04 00:00:00,304514.8,Annual,Renewed,,Product Licensing,Active
CONT-002420,OPP-014949,ACC-000033,2024-04-21 00:00:00,2025-04-21 00:00:00,23090.05,Annual,Non-Renewed,Poor Service,Product Licensing,Inactive
CONT-002421,OPP-014962,ACC-000034,2024-11-18 13:43:46,2026-01-09 13:43:46,454260.7,Custom,Auto-Renew,,Outcome-Based Contracts,Active
CONT-002422,OPP-014968,ACC-000060,2023-07-10 00:00:00,2024-07-09 00:00:00,169961.1,Annual,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-002423,OPP-014978,ACC-000044,2021-02-09 00:00:00,2021-08-08 00:00:00,476610.63,Custom,Non-Renewed,Competitor,Development Projects,Inactive
CONT-002424,OPP-014985,ACC-000061,2022-03-27 00:00:00,2022-06-25 00:00:00,306825.16,Quarterly,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-002425,OPP-014992,ACC-000036,2025-01-06 13:43:46,2025-08-05 13:43:46,428054.46,Quarterly,Renewed,,Support & Maintenance,Active
CONT-002426,OPP-015001,ACC-000039,2024-07-07 00:00:00,2025-01-03 00:00:00,286056.82,Custom,Non-Renewed,Merger/Acquisition,Staff Augmentation,Inactive
CONT-002427,OPP-015010,ACC-000061,2022-05-09 00:00:00,2023-05-09 00:00:00,68356.12,Annual,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-002428,OPP-015015,ACC-000022,2025-04-12 13:43:46,2026-09-24 13:43:46,298420.2,Quarterly,Renewed,,Product Licensing,Active
CONT-002429,OPP-015021,ACC-000033,2024-08-10 13:43:46,2025-07-23 13:43:46,394327.19,Quarterly,Pending,,System Integration,Active
CONT-002430,OPP-015022,ACC-000006,2024-07-20 13:43:46,2027-05-17 13:43:46,194852.96,Annual,Renewed,,Staff Augmentation,Active
CONT-002431,OPP-015025,ACC-000039,2021-10-02 00:00:00,2022-05-30 00:00:00,169226.23,Custom,Non-Renewed,Budget Constraints,System Integration,Inactive
CONT-002432,OPP-015030,ACC-000025,2023-08-10 00:00:00,2024-06-05 00:00:00,129678.37,Custom,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-002433,OPP-015040,ACC-000052,2022-09-28 00:00:00,2023-09-28 00:00:00,31174.07,Annual,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-002434,OPP-015051,ACC-000027,2021-09-09 00:00:00,2022-09-09 00:00:00,155296.69,Annual,Non-Renewed,Business Closure,Outcome-Based Contracts,Inactive
CONT-002435,OPP-015074,ACC-000006,2022-10-22 00:00:00,2022-12-21 00:00:00,51992.99,Custom,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-002436,OPP-015077,ACC-000016,2024-09-15 13:43:46,2026-09-12 13:43:46,441245.04,Annual,Auto-Renew,,Support & Maintenance,Active
CONT-002437,OPP-015078,ACC-000040,2022-10-23 00:00:00,2023-07-20 00:00:00,290290.74,Custom,Non-Renewed,Product Issues,Support & Maintenance,Inactive
CONT-002438,OPP-015081,ACC-000017,2024-03-24 00:00:00,2024-06-22 00:00:00,376327.38,Quarterly,Non-Renewed,Product Issues,Support & Maintenance,Inactive
CONT-002439,OPP-015082,ACC-000019,2025-01-07 13:43:46,2025-12-14 13:43:46,314502.74,Annual,Pending,,Staff Augmentation,Active
CONT-002440,OPP-015111,ACC-000053,2021-07-03 00:00:00,2022-03-30 00:00:00,213417.1,Custom,Non-Renewed,Business Closure,Staff Augmentation,Inactive
CONT-002441,OPP-015117,ACC-000014,2024-10-17 13:43:46,2025-10-17 13:43:46,44242.34,Quarterly,Pending,,Outcome-Based Contracts,Active
CONT-002442,OPP-015121,ACC-000027,2024-12-05 13:43:46,2027-02-23 13:43:46,321320.84,Annual,Renewed,,Support & Maintenance,Active
CONT-002443,OPP-015123,ACC-000030,2024-01-21 00:00:00,2025-01-20 00:00:00,110813.65,Annual,Non-Renewed,Merger/Acquisition,Product Licensing,Inactive
CONT-002444,OPP-015127,ACC-000053,2024-07-16 13:43:46,2026-08-28 13:43:46,78448.01,Annual,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-002445,OPP-015133,ACC-000021,2021-11-21 00:00:00,2022-11-21 00:00:00,433778.32,Annual,Non-Renewed,Merger/Acquisition,Professional Services,Inactive
CONT-002446,OPP-015136,ACC-000059,2025-02-19 13:43:46,2025-09-26 13:43:46,172513.87,Annual,Auto-Renew,,Development Projects,Active
CONT-002447,OPP-015138,ACC-000032,2021-07-20 00:00:00,2021-10-18 00:00:00,160334.54,Quarterly,Non-Renewed,Budget Constraints,Infrastructure & Environment Setup,Inactive
CONT-002448,OPP-015144,ACC-000014,2024-01-03 00:00:00,2024-04-02 00:00:00,244632.53,Quarterly,Non-Renewed,Competitor,Infrastructure & Environment Setup,Inactive
CONT-002449,OPP-015148,ACC-000025,2023-11-24 00:00:00,2024-07-21 00:00:00,118808.88,Custom,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-002450,OPP-015160,ACC-000016,2024-04-11 00:00:00,2024-07-10 00:00:00,316576.68,Quarterly,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-002451,OPP-015168,ACC-000035,2025-03-24 13:43:46,2026-10-30 13:43:46,307244.12,Quarterly,Auto-Renew,,Data & Analytics Services,Active
CONT-002452,OPP-015174,ACC-000038,2021-09-03 00:00:00,2022-05-01 00:00:00,254089.31,Custom,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-002453,OPP-015183,ACC-000011,2025-06-07 13:43:46,2027-01-27 13:43:46,486658.02,Custom,Auto-Renew,,Staff Augmentation,Active
CONT-002454,OPP-015195,ACC-000004,2022-05-20 00:00:00,2022-08-18 00:00:00,214989.13,Custom,Non-Renewed,Merger/Acquisition,Product Licensing,Inactive
CONT-002455,OPP-015203,ACC-000036,2024-09-19 13:43:46,2027-04-25 13:43:46,185305.85,Annual,Renewed,,Staff Augmentation,Active
CONT-002456,OPP-015204,ACC-000033,2024-09-11 13:43:46,2026-04-17 13:43:46,279133,Custom,Pending,,Professional Services,Active
CONT-002457,OPP-015211,ACC-000039,2022-02-03 00:00:00,2022-03-05 00:00:00,111684.66,Custom,Non-Renewed,Competitor,Managed Services,Inactive
CONT-002458,OPP-015213,ACC-000002,2023-03-28 00:00:00,2023-06-26 00:00:00,121817.47,Quarterly,Non-Renewed,Budget Constraints,Staff Augmentation,Inactive
CONT-002459,OPP-015214,ACC-000013,2024-09-25 00:00:00,2024-11-24 00:00:00,78232.84,Custom,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-002460,OPP-015218,ACC-000002,2024-07-07 13:43:46,2025-11-11 13:43:46,397319.34,Custom,Auto-Renew,,Development Projects,Active
CONT-002461,OPP-015228,ACC-000029,2024-01-09 00:00:00,2025-01-08 00:00:00,5036.58,Annual,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-002462,OPP-015229,ACC-000018,2025-05-02 13:43:46,2027-05-26 13:43:46,459287.56,Quarterly,Renewed,,Professional Services,Active
CONT-002463,OPP-015237,ACC-000033,2024-11-13 00:00:00,2025-02-11 00:00:00,73364.58,Quarterly,Non-Renewed,Competitor,Staff Augmentation,Inactive
CONT-002464,OPP-015240,ACC-000028,2024-11-14 13:43:46,2025-11-10 13:43:46,317875.63,Custom,Pending,,Data & Analytics Services,Active
CONT-002465,OPP-015251,ACC-000021,2024-05-24 00:00:00,2025-03-20 00:00:00,240447.81,Custom,Non-Renewed,Poor Service,Outcome-Based Contracts,Inactive
CONT-002466,OPP-015252,ACC-000048,2024-10-24 13:43:46,2026-02-12 13:43:46,26822.46,Custom,Auto-Renew,,Outcome-Based Contracts,Active
CONT-002467,OPP-015257,ACC-000038,2023-05-17 00:00:00,2023-08-15 00:00:00,147591.11,Quarterly,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-002468,OPP-015269,ACC-000022,2021-09-02 00:00:00,2022-03-01 00:00:00,83937.8,Custom,Non-Renewed,Product Issues,System Integration,Inactive
CONT-002469,OPP-015277,ACC-000034,2024-07-31 13:43:46,2025-07-07 13:43:46,340838.49,Annual,Pending,,System Integration,Active
CONT-002470,OPP-015281,ACC-000010,2021-01-20 00:00:00,2021-04-20 00:00:00,410103.89,Quarterly,Non-Renewed,Business Closure,Product Licensing,Inactive
CONT-002471,OPP-015282,ACC-000011,2021-02-07 00:00:00,2022-02-07 00:00:00,28522.9,Annual,Non-Renewed,Product Issues,Professional Services,Inactive
CONT-002472,OPP-015285,ACC-000014,2021-10-04 00:00:00,2022-01-02 00:00:00,399036.92,Quarterly,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-002473,OPP-015288,ACC-000017,2025-06-13 13:43:46,2027-04-17 13:43:46,108924.21,Quarterly,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-002474,OPP-015294,ACC-000035,2023-04-10 00:00:00,2023-07-09 00:00:00,89224.56,Quarterly,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-002475,OPP-015304,ACC-000035,2024-01-26 00:00:00,2024-10-22 00:00:00,128082.94,Custom,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-002476,OPP-015307,ACC-000056,2025-01-29 13:43:46,2025-12-09 13:43:46,103236.26,Quarterly,Renewed,,Product Licensing,Active
CONT-002477,OPP-015319,ACC-000015,2024-08-26 13:43:46,2025-10-22 13:43:46,39113.06,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-002478,OPP-015320,ACC-000008,2024-07-29 13:43:46,2026-07-17 13:43:46,62184.88,Custom,Pending,,Professional Services,Active
CONT-002479,OPP-015328,ACC-000001,2023-01-16 00:00:00,2023-04-16 00:00:00,284522.02,Quarterly,Non-Renewed,Business Closure,System Integration,Inactive
CONT-002480,OPP-015332,ACC-000030,2024-10-26 13:43:46,2025-12-06 13:43:46,368205.82,Annual,Pending,,Professional Services,Active
CONT-002481,OPP-015333,ACC-000028,2023-04-12 00:00:00,2024-04-11 00:00:00,240091.41,Annual,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-002482,OPP-015335,ACC-000060,2024-09-20 13:43:46,2025-12-12 13:43:46,227849.68,Quarterly,Auto-Renew,,Support & Maintenance,Active
CONT-002483,OPP-015338,ACC-000036,2022-10-28 00:00:00,2023-10-28 00:00:00,29168.53,Annual,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-002484,OPP-015352,ACC-000018,2021-09-26 00:00:00,2021-12-25 00:00:00,345687.02,Quarterly,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-002485,OPP-015368,ACC-000052,2021-05-17 00:00:00,2021-07-16 00:00:00,480757.09,Custom,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-002486,OPP-015374,ACC-000002,2021-06-14 00:00:00,2021-09-12 00:00:00,233982.9,Quarterly,Non-Renewed,Poor Service,Managed Services,Inactive
CONT-002487,OPP-015384,ACC-000001,2024-11-11 13:43:46,2025-09-20 13:43:46,174861.59,Annual,Renewed,,Infrastructure & Environment Setup,Active
CONT-002488,OPP-015385,ACC-000043,2024-10-06 13:43:46,2026-09-11 13:43:46,261199.14,Custom,Pending,,Outcome-Based Contracts,Active
CONT-002489,OPP-015389,ACC-000061,2024-12-01 00:00:00,2025-12-01 00:00:00,124471.94,Annual,Renewed,,Product Licensing,Active
CONT-002490,OPP-015395,ACC-000015,2024-02-22 00:00:00,2024-05-22 00:00:00,465173.7,Quarterly,Non-Renewed,Business Closure,System Integration,Inactive
CONT-002491,OPP-015398,ACC-000017,2023-02-26 00:00:00,2023-05-27 00:00:00,458345.62,Quarterly,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-002492,OPP-015399,ACC-000043,2021-12-23 00:00:00,2022-03-23 00:00:00,294083.77,Quarterly,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-002493,OPP-015400,ACC-000062,2021-02-06 00:00:00,2022-02-06 00:00:00,459911.49,Annual,Non-Renewed,Budget Constraints,Staff Augmentation,Inactive
CONT-002494,OPP-015414,ACC-000047,2022-08-20 00:00:00,2023-08-20 00:00:00,144704.11,Annual,Non-Renewed,Budget Constraints,Staff Augmentation,Inactive
CONT-002495,OPP-015415,ACC-000053,2024-02-04 00:00:00,2025-02-03 00:00:00,155532.89,Annual,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-002496,OPP-015417,ACC-000037,2024-11-17 13:43:46,2026-10-13 13:43:46,279370.69,Annual,Auto-Renew,,Professional Services,Active
CONT-002497,OPP-015419,ACC-000007,2024-09-22 13:43:46,2026-12-25 13:43:46,183214.79,Quarterly,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-002498,OPP-015420,ACC-000033,2024-11-01 13:43:46,2026-10-01 13:43:46,203908.92,Quarterly,Renewed,,Professional Services,Active
CONT-002499,OPP-015421,ACC-000040,2023-04-10 00:00:00,2024-02-04 00:00:00,474573.48,Custom,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-002500,OPP-015422,ACC-000051,2024-10-04 13:43:46,2026-01-01 13:43:46,52642.67,Custom,Renewed,,Development Projects,Active
CONT-002501,OPP-015424,ACC-000016,2025-02-26 13:43:46,2026-02-28 13:43:46,187516.8,Quarterly,Renewed,,Outcome-Based Contracts,Active
CONT-002502,OPP-015431,ACC-000060,2024-08-14 13:43:46,2026-05-19 13:43:46,228964.98,Quarterly,Renewed,,Data & Analytics Services,Active
CONT-002503,OPP-015432,ACC-000025,2024-10-24 13:43:46,2025-10-08 13:43:46,14899.89,Quarterly,Auto-Renew,,Outcome-Based Contracts,Active
CONT-002504,OPP-015438,ACC-000006,2022-07-13 00:00:00,2023-02-08 00:00:00,142965.45,Custom,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-002505,OPP-015450,ACC-000048,2025-04-08 13:43:46,2025-08-08 13:43:46,38037.72,Custom,Auto-Renew,,Outcome-Based Contracts,Active
CONT-002506,OPP-015451,ACC-000024,2024-03-06 00:00:00,2025-03-06 00:00:00,147764.19,Annual,Non-Renewed,Competitor,Data & Analytics Services,Inactive
CONT-002507,OPP-015462,ACC-000060,2021-03-25 00:00:00,2022-03-25 00:00:00,256881.53,Annual,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-002508,OPP-015471,ACC-000023,2023-03-25 00:00:00,2023-06-23 00:00:00,167130.85,Quarterly,Non-Renewed,Budget Constraints,System Integration,Inactive
CONT-002509,OPP-015473,ACC-000040,2021-10-16 00:00:00,2022-01-14 00:00:00,208339.93,Quarterly,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-002510,OPP-015479,ACC-000050,2024-09-29 13:43:46,2026-02-06 13:43:46,492025.63,Custom,Pending,,Professional Services,Active
CONT-002511,OPP-015483,ACC-000016,2024-03-26 00:00:00,2024-08-23 00:00:00,80811.07,Custom,Non-Renewed,Competitor,Support & Maintenance,Inactive
CONT-002512,OPP-015485,ACC-000039,2025-06-16 13:43:46,2026-08-25 13:43:46,31719.26,Custom,Renewed,,Staff Augmentation,Active
CONT-002513,OPP-015496,ACC-000003,2023-04-12 00:00:00,2023-07-11 00:00:00,177710.98,Quarterly,Non-Renewed,Product Issues,Data & Analytics Services,Inactive
CONT-002514,OPP-015499,ACC-000024,2024-09-01 13:43:46,2026-01-28 13:43:46,488159.74,Quarterly,Renewed,,Product Licensing,Active
CONT-002515,OPP-015506,ACC-000050,2023-09-19 00:00:00,2024-03-17 00:00:00,119257.03,Custom,Non-Renewed,Competitor,Data & Analytics Services,Inactive
CONT-002516,OPP-015513,ACC-000035,2024-10-10 00:00:00,2025-03-09 00:00:00,295173.72,Custom,Non-Renewed,Product Issues,Product Licensing,Inactive
CONT-002517,OPP-015517,ACC-000013,2024-08-11 13:43:46,2026-05-06 13:43:46,99612.81,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-002518,OPP-015522,ACC-000034,2023-07-15 00:00:00,2024-07-14 00:00:00,214279.24,Annual,Non-Renewed,Competitor,Infrastructure & Environment Setup,Inactive
CONT-002519,OPP-015525,ACC-000025,2025-06-08 13:43:46,2027-03-28 13:43:46,211409.41,Custom,Renewed,,Infrastructure & Environment Setup,Active
CONT-002520,OPP-015529,ACC-000062,2024-11-26 13:43:46,2025-10-12 13:43:46,185119.51,Annual,Renewed,,Development Projects,Active
CONT-002521,OPP-015532,ACC-000042,2024-06-28 13:43:46,2026-04-08 13:43:46,215491.67,Quarterly,Auto-Renew,,Support & Maintenance,Active
CONT-002522,OPP-015535,ACC-000033,2021-08-08 00:00:00,2022-05-05 00:00:00,10637.35,Custom,Non-Renewed,Product Issues,System Integration,Inactive
CONT-002523,OPP-015541,ACC-000002,2025-04-30 13:43:46,2025-07-23 13:43:46,92002.2,Annual,Renewed,,Infrastructure & Environment Setup,Active
