Activity_ID,Account_ID,Activity_Date,Activity_Type,Activity_Channel,Activity_Outcome,Activity_Score
ENG-002630,ACC-000052,2024-01-02 06:29:47,Email,Marketing,Negative,5
ENG-002631,ACC-000024,2023-07-18 09:09:05,In-Person,Support,Neutral,3
ENG-002632,ACC-000012,2024-11-25 20:19:40,Email,Marketing,Negative,3
ENG-002633,ACC-000024,2023-11-29 09:28:38,Call,Support,Positive,8
ENG-002634,ACC-000014,2024-05-17 10:03:29,Webinar,Sales,Negative,6
ENG-002635,ACC-000059,2023-05-10 05:37:20,Webinar,Marketing,Neutral,1
ENG-002636,ACC-000051,2022-04-06 03:36:44,Call,Sales,Positive,8
ENG-002637,ACC-000003,2024-02-03 05:30:29,Email,Sales,Positive,9
ENG-002638,ACC-000025,2023-02-08 11:51:50,Email,Support,Positive,1
ENG-002639,ACC-000023,2024-10-20 23:04:45,Email,Support,Neutral,2
ENG-002640,ACC-000008,2023-01-06 15:15:55,In-Person,Sales,Neutral,9
ENG-002641,ACC-000029,2024-02-03 06:49:22,Email,Marketing,Negative,1
ENG-002642,ACC-000020,2021-08-12 08:04:32,In-Person,Sales,Neutral,3
ENG-002643,ACC-000021,2025-02-27 12:53:04,Webinar,Marketing,Negative,2
ENG-002644,ACC-000031,2024-05-26 20:24:04,In-Person,Marketing,Negative,4
ENG-002645,ACC-000009,2025-03-26 12:39:06,Email,Marketing,Positive,3
ENG-002646,ACC-000015,2025-01-21 04:38:04,Call,Marketing,Positive,7
ENG-002647,ACC-000019,2024-08-01 08:38:29,Call,Support,Positive,5
ENG-002648,ACC-000012,2025-04-13 21:03:21,Webinar,Sales,Negative,8
ENG-002649,ACC-000043,2022-01-17 12:54:45,Webinar,Support,Neutral,7
ENG-002650,ACC-000024,2023-07-19 00:14:37,Email,Marketing,Negative,1
ENG-002651,ACC-000048,2025-05-28 08:39:10,In-Person,Marketing,Positive,4
ENG-002652,ACC-000012,2023-07-26 20:15:54,Call,Support,Negative,1
ENG-002653,ACC-000054,2021-12-21 00:20:35,Email,Support,Neutral,6
ENG-002654,ACC-000001,2025-04-07 09:37:44,In-Person,Sales,Neutral,4
ENG-002655,ACC-000041,2023-03-29 11:31:03,In-Person,Sales,Positive,8
ENG-002656,ACC-000040,2023-05-14 03:45:50,Webinar,Marketing,Neutral,2
ENG-002657,ACC-000048,2021-09-07 23:42:05,Webinar,Marketing,Negative,6
ENG-002658,ACC-000022,2021-10-04 23:04:04,Email,Sales,Neutral,8
ENG-002659,ACC-000050,2022-08-08 23:21:48,In-Person,Marketing,Positive,6
ENG-002660,ACC-000049,2024-04-11 00:54:48,Webinar,Support,Neutral,7
ENG-002661,ACC-000042,2022-10-29 17:22:07,Call,Marketing,Positive,2
ENG-002662,ACC-000015,2021-07-17 18:33:03,In-Person,Support,Positive,9
ENG-002663,ACC-000046,2024-06-27 01:56:03,Webinar,Support,Neutral,5
ENG-002664,ACC-000029,2025-03-08 11:30:08,In-Person,Marketing,Positive,9
ENG-002665,ACC-000012,2024-05-16 16:45:03,In-Person,Marketing,Positive,3
ENG-002666,ACC-000054,2023-09-21 20:21:31,Email,Support,Positive,6
ENG-002667,ACC-000034,2024-10-02 21:16:24,Email,Marketing,Negative,9
ENG-002668,ACC-000004,2024-08-26 18:02:02,Webinar,Marketing,Positive,9
ENG-002669,ACC-000011,2023-12-11 08:45:43,Webinar,Support,Positive,3
ENG-002670,ACC-000041,2024-07-26 21:57:44,Email,Marketing,Positive,9
ENG-002671,ACC-000061,2023-11-23 06:54:41,In-Person,Support,Neutral,1
ENG-002672,ACC-000062,2022-06-11 12:29:30,In-Person,Sales,Neutral,9
ENG-002673,ACC-000027,2024-05-04 03:20:11,In-Person,Sales,Neutral,3
ENG-002674,ACC-000047,2025-03-15 22:52:49,Webinar,Support,Positive,5
ENG-002675,ACC-000046,2022-12-06 02:29:27,Webinar,Support,Negative,10
ENG-002676,ACC-000039,2023-09-12 23:10:03,Call,Support,Neutral,3
ENG-002677,ACC-000010,2023-09-19 04:25:43,In-Person,Support,Positive,7
ENG-002678,ACC-000051,2024-06-01 17:14:13,Email,Marketing,Neutral,7
ENG-002679,ACC-000038,2024-06-20 21:15:04,Email,Support,Neutral,2
ENG-002680,ACC-000015,2024-02-13 23:21:00,Webinar,Support,Neutral,2
ENG-002681,ACC-000047,2021-11-23 12:36:47,Email,Support,Neutral,3
ENG-002682,ACC-000044,2023-05-01 23:28:06,Webinar,Sales,Positive,2
ENG-002683,ACC-000034,2024-04-21 12:11:14,Webinar,Marketing,Positive,10
ENG-002684,ACC-000031,2024-07-31 09:16:40,Email,Marketing,Neutral,5
ENG-002685,ACC-000053,2022-07-19 17:21:03,Call,Marketing,Negative,10
ENG-002686,ACC-000030,2023-07-17 05:22:10,Email,Support,Negative,6
ENG-002687,ACC-000057,2022-12-17 16:12:14,Webinar,Support,Neutral,5
ENG-002688,ACC-000008,2024-04-24 14:39:18,In-Person,Sales,Negative,3
ENG-002689,ACC-000057,2024-05-14 03:51:18,In-Person,Sales,Positive,9
ENG-002690,ACC-000007,2024-03-20 23:01:12,Call,Marketing,Negative,10
ENG-002691,ACC-000056,2023-02-16 10:58:09,Webinar,Support,Negative,8
ENG-002692,ACC-000054,2022-02-14 11:58:06,In-Person,Sales,Positive,2
ENG-002693,ACC-000056,2025-01-21 23:08:49,Webinar,Marketing,Negative,5
ENG-002694,ACC-000058,2025-01-02 09:33:50,Webinar,Marketing,Negative,6
ENG-002695,ACC-000027,2023-11-12 22:18:38,Webinar,Sales,Positive,1
ENG-002696,ACC-000007,2025-04-14 08:12:22,In-Person,Support,Negative,8
ENG-002697,ACC-000015,2024-02-05 16:49:10,In-Person,Marketing,Neutral,2
ENG-002698,ACC-000050,2021-09-21 08:06:04,In-Person,Marketing,Negative,10
ENG-002699,ACC-000025,2021-07-16 15:52:51,In-Person,Support,Negative,2
ENG-002700,ACC-000038,2024-03-24 01:22:17,Call,Marketing,Positive,2
ENG-002701,ACC-000062,2025-06-19 01:37:13,Email,Sales,Negative,10
ENG-002702,ACC-000027,2022-02-27 08:24:19,In-Person,Marketing,Negative,1
ENG-002703,ACC-000023,2023-08-22 22:39:14,In-Person,Sales,Negative,9
ENG-002704,ACC-000003,2025-02-06 04:59:08,In-Person,Marketing,Negative,7
ENG-002705,ACC-000043,2023-06-27 14:05:18,Call,Support,Negative,3
ENG-002706,ACC-000002,2025-02-10 21:47:14,Webinar,Support,Neutral,7
ENG-002707,ACC-000052,2023-08-07 19:47:41,Call,Marketing,Neutral,5
ENG-002708,ACC-000023,2025-03-10 03:53:35,Webinar,Sales,Positive,5
ENG-002709,ACC-000029,2022-03-12 12:25:56,Call,Sales,Neutral,5
ENG-002710,ACC-000050,2021-10-22 20:54:26,Email,Support,Negative,9
ENG-002711,ACC-000042,2024-09-07 21:04:11,Webinar,Marketing,Neutral,6
ENG-002712,ACC-000050,2023-08-01 07:41:36,Email,Sales,Positive,6
ENG-002713,ACC-000023,2022-11-08 15:49:26,Email,Sales,Neutral,2
ENG-002714,ACC-000059,2022-07-07 18:49:36,Call,Marketing,Neutral,6
ENG-002715,ACC-000040,2022-11-24 14:22:57,In-Person,Marketing,Positive,7
ENG-002716,ACC-000013,2022-09-03 16:10:42,Webinar,Marketing,Neutral,6
ENG-002717,ACC-000022,2021-09-14 18:56:22,In-Person,Sales,Positive,3
ENG-002718,ACC-000021,2023-08-25 01:25:27,Call,Support,Positive,10
ENG-002719,ACC-000020,2022-06-09 12:49:47,Webinar,Marketing,Negative,3
ENG-002720,ACC-000026,2023-10-31 17:41:28,Call,Support,Positive,2
ENG-002721,ACC-000046,2024-03-23 22:20:12,In-Person,Sales,Positive,6
ENG-002722,ACC-000035,2023-02-06 18:21:41,Webinar,Sales,Positive,7
ENG-002723,ACC-000007,2023-03-17 00:59:05,Webinar,Marketing,Negative,2
ENG-002724,ACC-000021,2024-12-18 21:32:53,Email,Sales,Positive,4
ENG-002725,ACC-000036,2022-06-28 15:09:50,Email,Marketing,Neutral,1
ENG-002726,ACC-000032,2021-10-29 00:44:47,Email,Marketing,Positive,4
ENG-002727,ACC-000057,2023-06-11 18:00:57,Email,Sales,Negative,4
ENG-002728,ACC-000010,2023-05-19 14:17:25,Call,Sales,Positive,1
ENG-002729,ACC-000055,2024-11-24 06:54:53,In-Person,Sales,Neutral,9
ENG-002730,ACC-000036,2023-12-05 18:01:10,Email,Sales,Positive,9
ENG-002731,ACC-000038,2023-05-25 16:03:18,In-Person,Marketing,Negative,7
ENG-002732,ACC-000048,2021-11-12 07:20:49,Webinar,Marketing,Neutral,5
ENG-002733,ACC-000028,2025-02-18 05:41:23,Webinar,Sales,Positive,6
ENG-002734,ACC-000035,2023-08-11 21:31:15,Webinar,Support,Negative,3
ENG-002735,ACC-000021,2023-05-24 01:38:11,Email,Marketing,Negative,3
ENG-002736,ACC-000007,2022-11-01 13:21:24,In-Person,Marketing,Neutral,2
ENG-002737,ACC-000052,2021-12-29 23:26:27,Email,Marketing,Neutral,9
ENG-002738,ACC-000053,2023-08-10 05:09:04,Email,Sales,Neutral,10
ENG-002739,ACC-000054,2024-08-29 06:15:04,Call,Sales,Negative,8
ENG-002740,ACC-000032,2024-04-08 13:14:24,In-Person,Support,Positive,1
ENG-002741,ACC-000036,2021-07-26 04:12:36,In-Person,Marketing,Negative,1
ENG-002742,ACC-000058,2021-12-05 00:32:57,Webinar,Sales,Negative,3
ENG-002743,ACC-000005,2023-03-17 07:02:58,Webinar,Support,Negative,5
ENG-002744,ACC-000037,2023-03-31 02:49:27,Webinar,Marketing,Positive,10
ENG-002745,ACC-000032,2021-08-23 05:38:24,In-Person,Marketing,Positive,7
ENG-002746,ACC-000014,2023-11-11 01:04:42,In-Person,Sales,Negative,5
ENG-002747,ACC-000022,2023-10-29 13:36:56,Email,Marketing,Negative,7
ENG-002748,ACC-000010,2021-06-28 20:03:22,Webinar,Support,Negative,1
ENG-002749,ACC-000046,2025-01-01 13:50:21,Webinar,Marketing,Positive,2
ENG-002750,ACC-000040,2021-11-16 18:33:37,Call,Marketing,Neutral,3
ENG-002751,ACC-000047,2024-11-09 13:32:57,Email,Support,Negative,3
ENG-002752,ACC-000054,2024-01-23 04:03:34,Email,Support,Negative,8
ENG-002753,ACC-000047,2024-02-15 06:11:16,Call,Sales,Positive,2
ENG-002754,ACC-000061,2024-03-14 22:52:22,In-Person,Marketing,Negative,7
ENG-002755,ACC-000052,2022-10-14 17:57:49,In-Person,Sales,Negative,8
ENG-002756,ACC-000009,2025-04-11 07:28:06,Webinar,Support,Positive,5
ENG-002757,ACC-000023,2023-08-27 05:56:00,Email,Marketing,Neutral,5
ENG-002758,ACC-000032,2023-11-19 03:00:24,Call,Support,Neutral,7
ENG-002759,ACC-000013,2022-05-15 21:42:08,Email,Sales,Negative,2
ENG-002760,ACC-000022,2024-04-10 10:50:09,In-Person,Support,Negative,5
ENG-002761,ACC-000002,2024-05-06 16:06:28,Call,Marketing,Positive,6
ENG-002762,ACC-000007,2023-06-07 06:23:34,Email,Support,Negative,1
ENG-002763,ACC-000001,2022-12-10 01:41:40,Webinar,Sales,Neutral,1
ENG-002764,ACC-000052,2023-01-14 00:07:05,Webinar,Support,Positive,4
ENG-002765,ACC-000041,2024-12-31 15:33:10,In-Person,Support,Negative,4
ENG-002766,ACC-000023,2021-09-20 21:15:19,Call,Marketing,Positive,10
ENG-002767,ACC-000024,2024-12-18 02:21:42,Email,Sales,Negative,3
ENG-002768,ACC-000033,2022-06-09 20:43:06,Email,Sales,Positive,10
ENG-002769,ACC-000003,2025-01-30 04:09:52,Call,Sales,Neutral,2
ENG-002770,ACC-000023,2023-06-04 13:13:30,Email,Marketing,Negative,3
ENG-002771,ACC-000058,2022-11-26 06:33:55,Call,Sales,Positive,10
ENG-002772,ACC-000010,2023-11-15 17:39:57,Webinar,Sales,Negative,9
ENG-002773,ACC-000054,2024-10-02 17:05:09,In-Person,Sales,Positive,9
ENG-002774,ACC-000005,2024-02-16 07:58:50,Webinar,Support,Neutral,3
ENG-002775,ACC-000016,2024-01-16 13:31:44,In-Person,Support,Neutral,1
ENG-002776,ACC-000023,2023-07-03 13:25:51,Call,Sales,Negative,10
ENG-002777,ACC-000007,2024-07-15 20:40:41,Call,Marketing,Negative,6
ENG-002778,ACC-000059,2024-04-14 10:41:53,In-Person,Marketing,Negative,4
ENG-002779,ACC-000019,2023-01-13 22:19:52,Webinar,Support,Neutral,4
ENG-002780,ACC-000019,2024-07-14 16:55:07,In-Person,Sales,Neutral,7
ENG-002781,ACC-000006,2023-06-01 13:21:42,In-Person,Support,Neutral,2
ENG-002782,ACC-000021,2021-12-22 16:49:40,In-Person,Marketing,Neutral,5
ENG-002783,ACC-000032,2021-11-26 22:26:39,Webinar,Marketing,Negative,1
ENG-002784,ACC-000034,2024-09-20 03:13:42,Call,Support,Positive,5
ENG-002785,ACC-000058,2024-04-17 03:41:01,Email,Marketing,Neutral,1
ENG-002786,ACC-000035,2022-06-08 01:03:37,Call,Support,Neutral,7
ENG-002787,ACC-000013,2021-07-01 23:38:13,Webinar,Marketing,Positive,7
ENG-002788,ACC-000048,2022-12-10 20:26:40,Email,Marketing,Neutral,1
ENG-002789,ACC-000059,2023-01-01 06:16:10,Email,Support,Neutral,3
ENG-002790,ACC-000058,2025-01-07 18:02:33,Email,Marketing,Neutral,2
ENG-002791,ACC-000046,2024-03-08 22:19:47,Email,Sales,Positive,10
ENG-002792,ACC-000041,2024-11-22 04:38:11,Call,Support,Neutral,4
ENG-002793,ACC-000058,2022-09-25 03:39:54,Call,Sales,Positive,4
ENG-002794,ACC-000043,2023-10-27 09:06:49,Webinar,Support,Neutral,4
ENG-002795,ACC-000024,2023-09-17 10:44:36,In-Person,Support,Positive,3
ENG-002796,ACC-000039,2023-01-30 09:22:18,Email,Marketing,Negative,5
ENG-002797,ACC-000057,2024-06-23 05:46:01,In-Person,Marketing,Negative,5
ENG-002798,ACC-000014,2021-12-10 17:42:32,Webinar,Sales,Negative,1
ENG-002799,ACC-000027,2021-09-07 16:27:37,In-Person,Sales,Neutral,4
ENG-002800,ACC-000053,2025-04-21 19:43:53,In-Person,Sales,Negative,1
ENG-002801,ACC-000041,2022-03-10 13:53:04,In-Person,Support,Negative,8
ENG-002802,ACC-000009,2023-08-02 12:33:25,Email,Support,Negative,2
ENG-002803,ACC-000008,2022-02-01 18:03:14,Email,Sales,Positive,3
ENG-002804,ACC-000035,2024-12-26 06:05:41,Webinar,Support,Negative,5
ENG-002805,ACC-000062,2024-07-16 04:03:42,In-Person,Sales,Negative,5
ENG-002806,ACC-000019,2024-08-25 00:32:28,Webinar,Support,Positive,7
ENG-002807,ACC-000053,2024-07-23 11:24:06,Email,Support,Negative,8
ENG-002808,ACC-000013,2023-03-26 06:12:42,Email,Marketing,Positive,8
ENG-002809,ACC-000031,2021-12-11 17:32:34,Call,Support,Positive,1
ENG-002810,ACC-000054,2022-07-28 14:19:17,In-Person,Support,Positive,2
ENG-002811,ACC-000016,2024-02-02 11:56:00,In-Person,Marketing,Neutral,8
ENG-002812,ACC-000048,2022-04-28 22:12:38,Email,Sales,Negative,1
ENG-002813,ACC-000043,2022-04-15 21:51:13,Email,Support,Negative,6
ENG-002814,ACC-000003,2022-01-02 03:27:31,Call,Support,Neutral,5
ENG-002815,ACC-000059,2025-06-12 14:42:16,Email,Sales,Neutral,4
ENG-002816,ACC-000058,2025-02-11 09:50:16,Call,Sales,Neutral,3
ENG-002817,ACC-000061,2023-02-28 21:58:18,Webinar,Marketing,Positive,4
ENG-002818,ACC-000012,2022-05-29 11:29:17,Email,Sales,Negative,8
ENG-002819,ACC-000002,2023-06-08 13:38:20,In-Person,Support,Positive,10
ENG-002820,ACC-000034,2024-12-30 11:20:07,Webinar,Marketing,Positive,3
ENG-002821,ACC-000036,2024-10-24 11:11:35,Webinar,Support,Positive,2
ENG-002822,ACC-000027,2022-04-20 15:01:12,Call,Marketing,Negative,3
ENG-002823,ACC-000047,2024-07-16 01:31:09,Webinar,Sales,Positive,3
ENG-002824,ACC-000058,2022-12-05 12:48:17,Call,Marketing,Positive,1
ENG-002825,ACC-000025,2021-12-12 23:31:37,Call,Marketing,Positive,7
ENG-002826,ACC-000050,2024-09-16 18:18:08,Call,Support,Negative,1
ENG-002827,ACC-000037,2023-04-03 10:18:12,Call,Support,Negative,8
ENG-002828,ACC-000060,2021-09-08 19:23:16,In-Person,Sales,Negative,10
ENG-002829,ACC-000025,2025-06-07 00:52:11,In-Person,Marketing,Positive,8
ENG-002830,ACC-000040,2024-03-08 06:38:40,Webinar,Sales,Negative,8
ENG-002831,ACC-000031,2025-01-19 12:43:59,Email,Sales,Negative,6
ENG-002832,ACC-000015,2024-05-07 16:59:25,Email,Sales,Negative,3
ENG-002833,ACC-000062,2023-12-30 06:11:53,In-Person,Sales,Positive,6
ENG-002834,ACC-000048,2022-01-05 23:40:23,Call,Sales,Neutral,3
ENG-002835,ACC-000003,2024-10-10 01:23:14,In-Person,Sales,Negative,9
ENG-002836,ACC-000055,2025-04-13 20:44:27,Email,Sales,Positive,6
ENG-002837,ACC-000014,2023-05-29 09:45:27,In-Person,Sales,Neutral,8
ENG-002838,ACC-000047,2023-06-09 02:23:05,In-Person,Sales,Neutral,8
ENG-002839,ACC-000024,2024-04-16 10:46:25,Webinar,Sales,Negative,7
ENG-002840,ACC-000009,2023-12-31 01:01:40,Email,Support,Positive,4
ENG-002841,ACC-000037,2023-08-20 19:34:37,Email,Marketing,Negative,10
ENG-002842,ACC-000024,2022-01-23 17:19:23,In-Person,Marketing,Neutral,6
ENG-002843,ACC-000042,2023-08-12 11:24:31,Webinar,Support,Neutral,3
ENG-002844,ACC-000031,2021-07-05 07:26:50,Call,Marketing,Negative,8
ENG-002845,ACC-000020,2023-09-30 11:08:41,In-Person,Support,Positive,4
ENG-002846,ACC-000022,2024-08-15 05:46:25,Email,Marketing,Neutral,9
ENG-002847,ACC-000028,2021-09-12 00:36:34,Email,Sales,Positive,4
ENG-002848,ACC-000025,2023-11-04 23:30:04,Email,Sales,Negative,10
ENG-002849,ACC-000050,2025-06-20 12:32:56,Email,Marketing,Neutral,10
ENG-002850,ACC-000051,2023-05-01 22:04:09,Email,Support,Neutral,6
ENG-002851,ACC-000030,2025-01-21 15:03:36,Email,Marketing,Positive,8
ENG-002852,ACC-000021,2023-12-24 12:36:36,Call,Marketing,Positive,2
ENG-002853,ACC-000006,2023-07-18 18:44:14,Call,Support,Positive,6
ENG-002854,ACC-000055,2025-06-03 12:46:22,Call,Sales,Neutral,4
ENG-002855,ACC-000048,2023-08-27 05:45:10,Email,Support,Neutral,2
ENG-002856,ACC-000024,2024-10-23 22:33:27,Webinar,Marketing,Neutral,8
ENG-002857,ACC-000022,2025-05-29 13:08:56,Email,Sales,Neutral,2
ENG-002858,ACC-000052,2025-05-12 11:45:15,Email,Support,Positive,7
ENG-002859,ACC-000008,2022-03-30 20:18:52,In-Person,Support,Negative,9
ENG-002860,ACC-000041,2024-06-07 06:33:45,In-Person,Marketing,Neutral,4
ENG-002861,ACC-000008,2023-12-14 07:47:59,Email,Sales,Positive,1
ENG-002862,ACC-000009,2022-03-25 07:52:48,In-Person,Sales,Neutral,8
ENG-002863,ACC-000011,2024-08-06 08:32:37,Call,Marketing,Negative,6
ENG-002864,ACC-000060,2024-12-16 00:14:02,In-Person,Marketing,Negative,3
ENG-002865,ACC-000029,2022-01-14 00:08:55,Call,Sales,Negative,10
ENG-002866,ACC-000023,2021-12-06 10:30:01,Webinar,Support,Neutral,2
ENG-002867,ACC-000012,2023-02-20 09:15:20,Email,Marketing,Neutral,7
ENG-002868,ACC-000059,2024-04-14 23:55:07,Email,Support,Negative,4
ENG-002869,ACC-000062,2024-01-17 11:42:26,Webinar,Sales,Negative,2
ENG-002870,ACC-000023,2024-01-26 05:02:25,In-Person,Support,Negative,10
ENG-002871,ACC-000027,2025-03-30 19:00:57,Email,Sales,Neutral,4
ENG-002872,ACC-000033,2022-11-10 12:56:02,Webinar,Marketing,Positive,8
ENG-002873,ACC-000021,2023-08-20 16:18:58,Email,Support,Negative,4
ENG-002874,ACC-000045,2025-03-28 18:21:03,Webinar,Sales,Neutral,7
ENG-002875,ACC-000022,2023-02-16 02:59:29,Call,Sales,Negative,8
ENG-002876,ACC-000043,2023-04-09 22:40:54,Call,Sales,Negative,1
ENG-002877,ACC-000009,2024-01-30 14:39:33,Call,Marketing,Negative,1
ENG-002878,ACC-000020,2025-05-21 09:20:15,In-Person,Support,Neutral,7
ENG-002879,ACC-000025,2024-06-08 08:34:45,Call,Marketing,Negative,5
ENG-002880,ACC-000045,2024-09-24 21:06:58,In-Person,Sales,Neutral,9
ENG-002881,ACC-000055,2022-07-19 04:44:30,In-Person,Sales,Negative,6
ENG-002882,ACC-000009,2022-08-27 14:07:21,Webinar,Marketing,Neutral,9
ENG-002883,ACC-000013,2023-03-08 15:23:50,In-Person,Sales,Neutral,2
ENG-002884,ACC-000059,2022-12-13 04:25:53,In-Person,Marketing,Positive,6
ENG-002885,ACC-000056,2022-09-28 13:18:48,Call,Support,Positive,2
ENG-002886,ACC-000016,2023-06-02 01:02:25,Call,Support,Neutral,2
ENG-002887,ACC-000010,2024-11-29 18:43:46,Email,Support,Positive,1
ENG-002888,ACC-000047,2022-01-21 18:11:28,Call,Marketing,Neutral,10
ENG-002889,ACC-000005,2022-01-29 05:27:10,Email,Marketing,Negative,8
ENG-002890,ACC-000041,2023-03-31 17:59:43,Webinar,Marketing,Positive,10
ENG-002891,ACC-000008,2024-01-20 13:28:06,Call,Marketing,Positive,4
ENG-002892,ACC-000059,2024-06-20 00:09:10,Call,Support,Positive,2
ENG-002893,ACC-000001,2025-04-05 14:29:24,In-Person,Marketing,Positive,4
ENG-002894,ACC-000004,2024-09-03 05:06:17,Call,Sales,Neutral,9
ENG-002895,ACC-000013,2023-09-02 09:27:24,In-Person,Support,Negative,8
ENG-002896,ACC-000039,2022-10-05 22:01:05,Email,Sales,Neutral,10
ENG-002897,ACC-000056,2025-01-28 05:49:18,Call,Sales,Positive,9
ENG-002898,ACC-000001,2024-06-22 07:19:56,Call,Support,Positive,5
ENG-002899,ACC-000010,2023-10-27 13:24:56,Email,Marketing,Positive,2
ENG-002900,ACC-000013,2025-02-24 15:13:55,Email,Sales,Positive,3
ENG-002901,ACC-000026,2022-10-29 05:10:17,Webinar,Marketing,Neutral,9
ENG-002902,ACC-000041,2024-07-08 10:19:42,Webinar,Support,Neutral,5
ENG-002903,ACC-000053,2024-08-16 04:19:08,Webinar,Marketing,Positive,9
ENG-002904,ACC-000001,2025-06-20 20:08:49,Webinar,Sales,Positive,2
ENG-002905,ACC-000004,2023-11-05 12:44:43,Call,Sales,Neutral,1
ENG-002906,ACC-000040,2024-03-07 06:08:35,In-Person,Support,Negative,8
ENG-002907,ACC-000001,2022-06-01 04:50:48,Call,Sales,Negative,6
ENG-002908,ACC-000045,2022-05-06 15:25:00,Call,Marketing,Neutral,6
ENG-002909,ACC-000029,2022-05-20 08:23:05,Webinar,Marketing,Neutral,6
ENG-002910,ACC-000032,2024-02-23 04:22:59,Webinar,Sales,Neutral,9
ENG-002911,ACC-000048,2024-07-12 07:54:53,Email,Support,Negative,3
ENG-002912,ACC-000003,2022-09-22 23:19:03,Webinar,Sales,Neutral,8
ENG-002913,ACC-000021,2024-05-30 04:27:12,In-Person,Sales,Neutral,8
ENG-002914,ACC-000010,2022-12-16 23:12:23,Email,Marketing,Neutral,7
ENG-002915,ACC-000061,2025-05-29 14:14:49,Call,Support,Neutral,7
ENG-002916,ACC-000056,2024-05-08 01:38:16,Email,Sales,Neutral,1
ENG-002917,ACC-000028,2022-01-20 16:05:21,Email,Support,Negative,3
ENG-002918,ACC-000014,2024-07-06 03:13:40,Call,Support,Neutral,8
ENG-002919,ACC-000010,2024-04-03 10:42:21,Webinar,Sales,Positive,1
ENG-002920,ACC-000032,2022-03-31 19:04:00,In-Person,Support,Neutral,9
ENG-002921,ACC-000018,2023-08-20 08:14:16,Email,Support,Neutral,10
ENG-002922,ACC-000047,2023-10-19 07:16:37,In-Person,Sales,Neutral,3
ENG-002923,ACC-000032,2024-06-11 03:33:19,Call,Sales,Positive,2
ENG-002924,ACC-000061,2024-03-13 22:14:26,Webinar,Marketing,Neutral,10
ENG-002925,ACC-000019,2022-11-11 08:58:42,Email,Support,Negative,8
ENG-002926,ACC-000052,2024-07-06 01:35:53,Email,Sales,Neutral,1
ENG-002927,ACC-000062,2021-12-24 20:20:54,Webinar,Marketing,Positive,6
ENG-002928,ACC-000041,2024-09-22 09:28:39,Webinar,Marketing,Negative,7
ENG-002929,ACC-000040,2022-12-27 18:06:21,Call,Marketing,Positive,9
ENG-002930,ACC-000019,2023-11-19 01:03:16,Webinar,Marketing,Neutral,3
ENG-002931,ACC-000024,2023-07-14 19:13:03,In-Person,Support,Positive,8
ENG-002932,ACC-000024,2023-12-20 22:19:17,In-Person,Support,Positive,6
ENG-002933,ACC-000045,2023-12-02 00:39:45,Email,Sales,Negative,8
ENG-002934,ACC-000051,2024-04-29 23:09:12,Webinar,Marketing,Neutral,10
ENG-002935,ACC-000051,2024-07-05 17:03:24,Webinar,Marketing,Positive,3
ENG-002936,ACC-000062,2023-04-08 02:26:03,Webinar,Marketing,Negative,4
ENG-002937,ACC-000046,2024-05-10 23:20:52,Email,Support,Neutral,10
ENG-002938,ACC-000031,2024-09-02 08:17:44,Call,Sales,Negative,2
ENG-002939,ACC-000025,2025-04-17 03:28:07,Email,Marketing,Neutral,2
ENG-002940,ACC-000034,2025-01-25 14:59:44,In-Person,Sales,Negative,5
ENG-002941,ACC-000005,2023-10-05 23:04:05,In-Person,Sales,Positive,5
ENG-002942,ACC-000046,2022-09-15 17:53:47,Email,Sales,Positive,8
ENG-002943,ACC-000016,2025-03-22 16:27:04,Email,Marketing,Positive,6
ENG-002944,ACC-000023,2025-02-03 19:24:11,In-Person,Marketing,Positive,5
ENG-002945,ACC-000062,2023-04-15 17:26:02,Webinar,Sales,Neutral,10
ENG-002946,ACC-000057,2024-12-05 05:30:55,Email,Marketing,Positive,10
ENG-002947,ACC-000039,2021-07-18 09:50:53,Call,Sales,Negative,1
ENG-002948,ACC-000048,2023-09-18 14:30:55,Email,Marketing,Negative,5
ENG-002949,ACC-000016,2021-12-10 23:14:08,In-Person,Sales,Negative,1
ENG-002950,ACC-000020,2021-08-06 19:56:33,Webinar,Support,Positive,5
ENG-002951,ACC-000002,2023-02-10 05:36:12,Call,Marketing,Negative,7
ENG-002952,ACC-000006,2022-02-09 07:54:05,Webinar,Sales,Positive,8
ENG-002953,ACC-000041,2021-09-19 00:08:07,In-Person,Marketing,Positive,10
